File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF000GXX	bigWig	plus strand signal	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1							208011818	Thomas Gingeras, CSHL	9c56404fa16845cd13f99d59cbbf69ab		https://www.encodeproject.org/files/ENCFF000GXX/@@download/ENCFF000GXX.bigWig	hg19			archived		missing derived_from		
ENCFF000GXZ	bam	alignments	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF000GYE, ENCFF000GYW	21906149785	Thomas Gingeras, CSHL	eae75cd92dce55a50271ae098acd1a34		https://www.encodeproject.org/files/ENCFF000GXZ/@@download/ENCFF000GXZ.bam	hg19			archived				
ENCFF000GYA	bam	alignments	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000GZD, ENCFF000GZF	18217613094	Thomas Gingeras, CSHL	7361c7b7ee72ca26e18798084c035977		https://www.encodeproject.org/files/ENCFF000GYA/@@download/ENCFF000GYA.bam	hg19			archived				
ENCFF000GYC	bigWig	minus strand signal	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1							308386528	Thomas Gingeras, CSHL	baf55eb39fa4dc9e41a433526e6e96e7		https://www.encodeproject.org/files/ENCFF000GYC/@@download/ENCFF000GYC.bigWig	hg19			archived		missing derived_from		
ENCFF000GYD	bigWig	plus strand signal	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1							317201288	Thomas Gingeras, CSHL	ee7d60d63c957cacdfdb7931cc680127		https://www.encodeproject.org/files/ENCFF000GYD/@@download/ENCFF000GYD.bigWig	hg19			archived		missing derived_from		
ENCFF000GYE	fastq	reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	1	ENCFF000GYW		13479614323	Thomas Gingeras, CSHL	032e6d3b4a480bddd205b261841a05d5	SRA:SRR3192542	https://www.encodeproject.org/files/ENCFF000GYE/@@download/ENCFF000GYE.fastq.gz		HiSeq 2000		released				
ENCFF000GYG	bigBed bedRnaElements	contigs	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE												37563301	Thomas Gingeras, CSHL	33768ea61cf3d026792ab392aaac95f6		https://www.encodeproject.org/files/ENCFF000GYG/@@download/ENCFF000GYG.bigBed	hg19			archived		missing derived_from		
ENCFF000GYH	gtf	exon quantifications	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE												18647117	Thomas Gingeras, CSHL	f9673950b1263833550ff4ab6b5e7efc		https://www.encodeproject.org/files/ENCFF000GYH/@@download/ENCFF000GYH.gtf.gz	hg19			archived		missing derived_from		
ENCFF000GYJ	gtf	exon quantifications	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE												20427178	Thomas Gingeras, CSHL	d700375601eff310e850ef1ae9b15e72		https://www.encodeproject.org/files/ENCFF000GYJ/@@download/ENCFF000GYJ.gtf.gz	hg19			archived		missing derived_from		
ENCFF000GYL	gtf	gene quantifications	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE												5937110	Thomas Gingeras, CSHL	bc1b770b205475c65833b4305b78054d		https://www.encodeproject.org/files/ENCFF000GYL/@@download/ENCFF000GYL.gtf.gz	hg19			archived		missing derived_from		
ENCFF000GYN	gtf	gene quantifications	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE												1898321	Thomas Gingeras, CSHL	02ee3ec132a6d0b64db4f84b7a3e6511		https://www.encodeproject.org/files/ENCFF000GYN/@@download/ENCFF000GYN.gtf.gz	hg19			archived		missing derived_from		
ENCFF000GYP	bigBed bedRnaElements	splice junctions	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE												12750174	Thomas Gingeras, CSHL	3005b33cd7c81df2c9a0e2bb338ea81b		https://www.encodeproject.org/files/ENCFF000GYP/@@download/ENCFF000GYP.bigBed	hg19			archived		missing derived_from		
ENCFF000GYS	gtf	transcript quantifications	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE												6576844	Thomas Gingeras, CSHL	d3833f1870785fecb525f6f5593e10d9		https://www.encodeproject.org/files/ENCFF000GYS/@@download/ENCFF000GYS.gtf.gz	hg19			archived		missing derived_from		
ENCFF000GYU	gtf	transcript quantifications	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE												5118718	Thomas Gingeras, CSHL	3d453bda79312a9b0e8302c783bb76c7		https://www.encodeproject.org/files/ENCFF000GYU/@@download/ENCFF000GYU.gtf.gz	hg19			archived		missing derived_from		
ENCFF000GYW	fastq	reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	2	ENCFF000GYE		13699930275	Thomas Gingeras, CSHL	dcea0f6b6e368339b14d8dd0491e79bf	SRA:SRR3192542	https://www.encodeproject.org/files/ENCFF000GYW/@@download/ENCFF000GYW.fastq.gz		HiSeq 2000		released				
ENCFF000GZD	fastq	reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	1	ENCFF000GZF		11079590615	Thomas Gingeras, CSHL	e06ce99bef092e0ba274cd910c6a1227	SRA:SRR3192541	https://www.encodeproject.org/files/ENCFF000GZD/@@download/ENCFF000GZD.fastq.gz		HiSeq 2000		released				
ENCFF000GZF	fastq	reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	2	ENCFF000GZD		11250884859	Thomas Gingeras, CSHL	bfbfd961c4f775e695ba6c99513a4899	SRA:SRR3192541	https://www.encodeproject.org/files/ENCFF000GZF/@@download/ENCFF000GZF.fastq.gz		HiSeq 2000		released				
ENCFF099TIM	bed bedRnaElements	contigs	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE											ENCFF000GYG	29621618	ENCODE Consortium	f6efd72d7f74fa5f7c077f42e42ee256		https://www.encodeproject.org/files/ENCFF099TIM/@@download/ENCFF099TIM.bed.gz	hg19			archived				
ENCFF742DXQ	bed bedRnaElements	splice junctions	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE											ENCFF000GYP	12005821	ENCODE Consortium	0a82fd45b1f330bc878b680bebe6db67		https://www.encodeproject.org/files/ENCFF742DXQ/@@download/ENCFF742DXQ.bed.gz	hg19			archived				
ENCFF811JYF	bam	alignments	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000GZD, ENCFF000GZF, ENCFF700TXC	20365085500	ENCODE Processing Pipeline	4c270b09db629a1b4eaacc05e9ef7f17		https://www.encodeproject.org/files/ENCFF811JYF/@@download/ENCFF811JYF.bam	hg19			released				
ENCFF180BBF	bam	alignments	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF000GYE, ENCFF000GYW, ENCFF700TXC	25115542636	ENCODE Processing Pipeline	dc6130cfa87d07d7fbd573cdf3b0e8de		https://www.encodeproject.org/files/ENCFF180BBF/@@download/ENCFF180BBF.bam	hg19			released				
ENCFF369FEF	bigWig	minus strand signal of unique reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF811JYF	278436883	ENCODE Processing Pipeline	1be09f2d1e550197e673a476b6777900		https://www.encodeproject.org/files/ENCFF369FEF/@@download/ENCFF369FEF.bigWig	hg19			released				
ENCFF194HNG	bigWig	plus strand signal of unique reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF811JYF	288410014	ENCODE Processing Pipeline	baf4f258b868d13cf5e4931c12b8e4b7		https://www.encodeproject.org/files/ENCFF194HNG/@@download/ENCFF194HNG.bigWig	hg19			released				
ENCFF287QJZ	bigWig	minus strand signal of all reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF811JYF	290321812	ENCODE Processing Pipeline	c114d68bdee691b74e8bbb54c4b05fca		https://www.encodeproject.org/files/ENCFF287QJZ/@@download/ENCFF287QJZ.bigWig	hg19			released				
ENCFF814TYV	bigWig	plus strand signal of all reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF811JYF	299073795	ENCODE Processing Pipeline	4677fcfbf595f933ab6889d15cd359bc		https://www.encodeproject.org/files/ENCFF814TYV/@@download/ENCFF814TYV.bigWig	hg19			released				
ENCFF644TOU	bigWig	minus strand signal of unique reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF180BBF	158791868	ENCODE Processing Pipeline	d2d9f34a933325a884b2083068245931		https://www.encodeproject.org/files/ENCFF644TOU/@@download/ENCFF644TOU.bigWig	hg19			released				
ENCFF061ZCT	bigWig	plus strand signal of unique reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF180BBF	164522641	ENCODE Processing Pipeline	32547d4d4e08760a715081c8e87e91e9		https://www.encodeproject.org/files/ENCFF061ZCT/@@download/ENCFF061ZCT.bigWig	hg19			released				
ENCFF341RWT	bigWig	minus strand signal of all reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF180BBF	165959305	ENCODE Processing Pipeline	5956a7d349a15f05b82629440d5b1350		https://www.encodeproject.org/files/ENCFF341RWT/@@download/ENCFF341RWT.bigWig	hg19			released				
ENCFF606RNC	bigWig	plus strand signal of all reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF180BBF	171092640	ENCODE Processing Pipeline	bd3613256a5b18b29b2fee6649ce1d30		https://www.encodeproject.org/files/ENCFF606RNC/@@download/ENCFF606RNC.bigWig	hg19			released				
ENCFF502QTL	bam	alignments	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000GZD, ENCFF000GZF, ENCFF839KAI	23918365882	ENCODE Processing Pipeline	03bad5a586122083557448975fd80715		https://www.encodeproject.org/files/ENCFF502QTL/@@download/ENCFF502QTL.bam	hg19			released				
ENCFF237UPS	bam	transcriptome alignments	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000GZD, ENCFF000GZF, ENCFF839KAI	22553881321	ENCODE Processing Pipeline	9156c671a5e55ca51a5bba733b3983bf		https://www.encodeproject.org/files/ENCFF237UPS/@@download/ENCFF237UPS.bam	hg19			released				
ENCFF049DJL	bam	alignments	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF000GYE, ENCFF000GYW, ENCFF839KAI	29149025070	ENCODE Processing Pipeline	a0875c5715cbd782c29e3e9e0a95669b		https://www.encodeproject.org/files/ENCFF049DJL/@@download/ENCFF049DJL.bam	hg19			released				
ENCFF199MDM	bam	transcriptome alignments	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF000GYE, ENCFF000GYW, ENCFF839KAI	29689872171	ENCODE Processing Pipeline	2bb8d6a713ab93197ca2eb5688a5d35c		https://www.encodeproject.org/files/ENCFF199MDM/@@download/ENCFF199MDM.bam	hg19			released				
ENCFF180DKU	bigWig	plus strand signal of unique reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF502QTL	301817888	ENCODE Processing Pipeline	070c4c949a9a13ed47289a56304ff5a7		https://www.encodeproject.org/files/ENCFF180DKU/@@download/ENCFF180DKU.bigWig	hg19			released				
ENCFF845ZYJ	bigWig	plus strand signal of all reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF502QTL	317625515	ENCODE Processing Pipeline	210d0fe9d3be2a810ecbd1ad86ec03a8		https://www.encodeproject.org/files/ENCFF845ZYJ/@@download/ENCFF845ZYJ.bigWig	hg19			released				
ENCFF548GCH	bigWig	minus strand signal of unique reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF049DJL	174418940	ENCODE Processing Pipeline	283b8985a8cc7ac553a3b2b697908977		https://www.encodeproject.org/files/ENCFF548GCH/@@download/ENCFF548GCH.bigWig	hg19			released				
ENCFF345TDH	bigWig	plus strand signal of unique reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF049DJL	180843759	ENCODE Processing Pipeline	357f4123e5ac14a3182a4fc6e941b4d1		https://www.encodeproject.org/files/ENCFF345TDH/@@download/ENCFF345TDH.bigWig	hg19			released				
ENCFF826GNV	bigWig	minus strand signal of unique reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF502QTL	291271671	ENCODE Processing Pipeline	1ed05d55a998ef6b9048b4fde122bfc7		https://www.encodeproject.org/files/ENCFF826GNV/@@download/ENCFF826GNV.bigWig	hg19			released				
ENCFF345WXW	tsv	gene quantifications	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF199MDM, ENCFF826ONU	9566265	ENCODE Processing Pipeline	47710b7de305bdcd2d198d67d1903828		https://www.encodeproject.org/files/ENCFF345WXW/@@download/ENCFF345WXW.tsv	hg19			released				
ENCFF620TPC	bigWig	minus strand signal of all reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF502QTL	309027848	ENCODE Processing Pipeline	4771e940ad1f8d57a571e67e4200b393		https://www.encodeproject.org/files/ENCFF620TPC/@@download/ENCFF620TPC.bigWig	hg19			released				
ENCFF495KGE	bigWig	minus strand signal of all reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF049DJL	185150765	ENCODE Processing Pipeline	3d6483ea834ba9e24c3c1777df773b4b		https://www.encodeproject.org/files/ENCFF495KGE/@@download/ENCFF495KGE.bigWig	hg19			released				
ENCFF292ZCD	bigWig	plus strand signal of all reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF049DJL	190628853	ENCODE Processing Pipeline	4ac1d556bceee78f0747153f434bf9e5		https://www.encodeproject.org/files/ENCFF292ZCD/@@download/ENCFF292ZCD.bigWig	hg19			released				
ENCFF853QYK	tsv	gene quantifications	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF237UPS, ENCFF826ONU	9550516	ENCODE Processing Pipeline	4f94f495fa8818ca380c5c38c678d5fd		https://www.encodeproject.org/files/ENCFF853QYK/@@download/ENCFF853QYK.tsv	hg19			released				
ENCFF832ZRO	tsv	transcript quantifications	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF237UPS, ENCFF826ONU	26317999	ENCODE Processing Pipeline	b29e9fb248f592659a4c1ec8e0628a49		https://www.encodeproject.org/files/ENCFF832ZRO/@@download/ENCFF832ZRO.tsv	hg19			released				
ENCFF140ABH	tsv	transcript quantifications	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF199MDM, ENCFF826ONU	26433202	ENCODE Processing Pipeline	523b022cb0c467a054006b9809fa56bd		https://www.encodeproject.org/files/ENCFF140ABH/@@download/ENCFF140ABH.tsv	hg19			released				
ENCFF040ULF	bam	alignments	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000GZD, ENCFF000GZF, ENCFF742NER	25609304847	ENCODE Processing Pipeline	57a071ec612d555f9e691d3f272c0a63		https://www.encodeproject.org/files/ENCFF040ULF/@@download/ENCFF040ULF.bam	GRCh38			released				
ENCFF899WWQ	bam	transcriptome alignments	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000GZD, ENCFF000GZF, ENCFF742NER	22201080467	ENCODE Processing Pipeline	3f537870a70b31da15cf79d5ddc05e95		https://www.encodeproject.org/files/ENCFF899WWQ/@@download/ENCFF899WWQ.bam	GRCh38			released				
ENCFF787XNZ	bam	alignments	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF000GYE, ENCFF000GYW, ENCFF742NER	31539172861	ENCODE Processing Pipeline	d86ba44a4a1c6ab4c05ee5d767e66f43		https://www.encodeproject.org/files/ENCFF787XNZ/@@download/ENCFF787XNZ.bam	GRCh38			released				
ENCFF590AWB	bam	transcriptome alignments	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF000GYE, ENCFF000GYW, ENCFF742NER	29007083400	ENCODE Processing Pipeline	38d9fc098c8dbc6d6fd5bc67435fed88		https://www.encodeproject.org/files/ENCFF590AWB/@@download/ENCFF590AWB.bam	GRCh38			released				
ENCFF611MVQ	bigWig	plus strand signal of unique reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF040ULF	301757981	ENCODE Processing Pipeline	ae8c8501ac8fccf1024669d9191b5196		https://www.encodeproject.org/files/ENCFF611MVQ/@@download/ENCFF611MVQ.bigWig	GRCh38			released				
ENCFF781CEW	bigWig	plus strand signal of all reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF040ULF	320131251	ENCODE Processing Pipeline	0bea35d7434a5ba7927e2b5cea510591		https://www.encodeproject.org/files/ENCFF781CEW/@@download/ENCFF781CEW.bigWig	GRCh38			released				
ENCFF734OJZ	bigWig	minus strand signal of unique reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF040ULF	291488704	ENCODE Processing Pipeline	1acd149e45c5a6fc51d6a26d21181d2c		https://www.encodeproject.org/files/ENCFF734OJZ/@@download/ENCFF734OJZ.bigWig	GRCh38			released				
ENCFF687RLL	bigWig	minus strand signal of all reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF040ULF	312075235	ENCODE Processing Pipeline	49421f8d0ca7a4ed6c401a255f6064c1		https://www.encodeproject.org/files/ENCFF687RLL/@@download/ENCFF687RLL.bigWig	GRCh38			released				
ENCFF286AEI	bigWig	plus strand signal of all reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF787XNZ	192705160	ENCODE Processing Pipeline	c3ecbe6aa451f618dc57b5b57aae6a30		https://www.encodeproject.org/files/ENCFF286AEI/@@download/ENCFF286AEI.bigWig	GRCh38			released				
ENCFF953NFY	bigWig	plus strand signal of unique reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF787XNZ	181357797	ENCODE Processing Pipeline	53877b88f70611a97636c1431b515a12		https://www.encodeproject.org/files/ENCFF953NFY/@@download/ENCFF953NFY.bigWig	GRCh38			released				
ENCFF492UQG	bigWig	minus strand signal of unique reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF787XNZ	174902528	ENCODE Processing Pipeline	ed042ceb869a699076c5fe031fc9c797		https://www.encodeproject.org/files/ENCFF492UQG/@@download/ENCFF492UQG.bigWig	GRCh38			released				
ENCFF461NCD	tsv	gene quantifications	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF590AWB, ENCFF940AZB	9929886	ENCODE Processing Pipeline	6411f757c219c4210ab77816450c7c88		https://www.encodeproject.org/files/ENCFF461NCD/@@download/ENCFF461NCD.tsv	GRCh38			released				
ENCFF373WLP	bigWig	minus strand signal of all reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF787XNZ	187167848	ENCODE Processing Pipeline	11daa0cd0250de24ca4fe18ed0a99f2b		https://www.encodeproject.org/files/ENCFF373WLP/@@download/ENCFF373WLP.bigWig	GRCh38			released				
ENCFF478CGQ	tsv	transcript quantifications	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF590AWB, ENCFF940AZB	26862787	ENCODE Processing Pipeline	8608381e9cfa9035a525d1f21a9c0872		https://www.encodeproject.org/files/ENCFF478CGQ/@@download/ENCFF478CGQ.tsv	GRCh38			released				
